Time,Iperf Svr ID,Iperf Svr Interval Start [sec],Iperf Svr Interval End [sec],Iperf Svr Transfer [MB],Iperf Svr Bandwidth [Mbps]
1669919058,5,0,1,0.416,3.41
1669919059,5,1,2,0.649,5.31
1669919060,5,2,3,0.643,5.28
1669919061,5,3,4,0.663,5.43
1669919062,5,4,5,0.662,5.42
1669919063,5,5,6,0.649,5.32
1669919064,5,6,7,0.638,5.23
1669919065,5,7,8,0.648,5.31
1669919066,5,8,9,0.655,5.36
1669919067,5,9,10,0.53,4.34
1669919068,5,10,11,0.764,6.26
1669919069,5,11,12,0.646,5.29
1669919070,5,12,13,0.653,5.35
1669919071,5,13,14,0.219,1.79
1669919072,5,14,15,1.06,8.91
1669919073,5,15,16,0.67,5.49
1669919074,5,16,17,0.65,5.33
1669919075,5,17,18,0.626,5.13
1669919076,5,18,19,0.649,5.32
1669919077,5,19,20,0.652,5.34
1669919078,5,20,21,0.656,5.37
1669919079,5,21,22,0.66,5.41
1669919080,5,22,23,0.646,5.29
1669919081,5,23,24,0.659,5.4
1669919082,5,24,25,0.32,2.62
1669919083,5,25,26,0.993,8.13
1669919084,5,26,27,0.656,5.38
1669919085,5,27,28,0.641,5.25
1669919086,5,28,29,0.658,5.39
1669919087,5,29,30,0.29,2.38
1669919088,5,30,31,1.001,8.2
1669919089,5,31,32,0.659,5.39
1669919090,5,32,33,0.625,5.13
1669919091,5,33,34,0.659,5.4
1669919092,5,34,35,0.666,5.46
1669919093,5,35,36,0.628,5.14
1669919094,5,36,37,0.676,5.54
1669919095,5,37,38,0.66,5.41
1669919096,5,38,39,0.65,5.33
1669919097,5,39,40,0.659,5.4
1669919098,5,40,41,0.338,2.77
1669919099,5,41,42,0.922,7.55
1669919100,5,42,43,0.652,5.34
1669919101,5,43,44,0.641,5.25
1669919102,5,44,45,0.624,5.11
1669919103,5,45,46,0.649,5.32
1669919104,5,46,47,0.605,4.96
1669919105,5,47,48,0.615,5.04
1669919106,5,48,49,0.59,4.83
1669919107,5,49,50,0.567,4.65
1669919108,5,50,51,0.587,4.81
1669919109,5,51,52,0.519,4.25
1669919110,5,52,53,0.479,3.93
1669919111,5,53,54,0.41,3.36
1669919112,5,54,55,0.0778,0.637
1669919113,5,55,56,0.868,7.12
1669919114,5,56,57,0.505,4.14
1669919115,5,57,58,0.455,3.73
1669919116,5,58,59,0.218,1.78
1669919117,5,59,60,0.696,5.7
1669919118,5,60,61,0.451,3.7
1669919119,5,61,62,0.399,3.27
1669919120,5,62,63,0.39,3.2
1669919121,5,63,64,0.403,3.3
1669919122,5,64,65,0.393,3.22
1669919123,5,65,66,0.354,2.9
1669919124,5,66,67,0.314,2.57
1669919125,5,67,68,0.31,2.54
1669919126,5,68,69,0.283,2.32
1669919127,5,69,70,0.226,1.85
1669919128,5,70,71,0.161,1.32
1669919129,5,71,72,0,0
1669919130,5,72,73,0.269,2.2
1669919131,5,73,74,0.414,3.39
1669919132,5,74,75,0,0
1669919133,5,75,76,0.403,3.3
1669919134,5,76,77,0.173,1.41
1669919135,5,77,78,0.175,1.44
1669919136,5,78,79,0.151,1.24
1669919137,5,79,80,0.124,1.02
1669919138,5,80,81,0.127,1.04
1669919139,5,81,82,0.0707,0.577
1669919140,5,82,83,0.117,0.966
1669919141,5,83,84,0.0749,0.614
1669919142,5,84,85,0.0933,0.765
1669919143,5,85,86,0.082,0.671
1669919144,5,86,87,0,0
1669919145,5,87,88,0,0
1669919146,5,88,89,0,0
1669919147,5,89,90,0,0
1669919148,5,90,91,0,0
1669919149,5,91,92,0.332,2.72
1669919150,5,92,93,0.0481,0.394
1669919151,5,93,94,0.0438,0.359
1669919152,5,94,95,0.0382,0.313
1669919153,5,95,96,0.0198,0.162
1669919154,5,96,97,0,0
1669919155,5,97,98,0,0
1669919156,5,98,99,0,0
1669919157,5,99,100,0,0
1669919158,5,100,101,0,0
1669919159,5,101,102,0,0
1669919160,5,102,103,0,0
1669919161,5,103,104,0.0608,0.498
1669919162,5,104,105,0.0495,0.406
1669919163,5,105,106,0,0
1669919164,5,106,107,0.0665,0.544
1669919165,5,107,108,0,0
1669919166,5,108,109,0,0
1669919167,5,109,110,0,0
1669919168,5,110,111,0,0
1669919169,5,111,112,0,0
1669919170,5,112,113,0,0
1669919171,5,113,114,0,0
1669919172,5,114,115,0,0
1669919173,5,115,116,0,0
1669919174,5,116,117,0.00707,0.058
1669919175,5,117,118,0,0
1669919176,5,118,119,0,0
1669919177,5,119,120,0,0
1669919178,5,120,121,0,0
1669919179,5,121,122,0,0
1669919180,5,122,123,0,0
1669919181,5,123,124,0,0
1669919182,5,124,125,0.0537,0.44
1669919183,5,125,126,0,0
1669919184,5,126,127,0,0
1669919185,5,127,128,0,0
1669919186,5,128,129,0,0
1669919187,5,129,130,0,0
1669919188,5,130,131,0,0
1669919189,5,131,132,0,0
1669919190,5,132,133,0,0
1669919191,5,133,134,0,0
1669919192,5,134,135,0,0
1669919193,5,135,136,0,0
1669919194,5,136,137,0,0
1669919195,5,137,138,0,0
1669919196,5,138,139,0,0
1669919197,5,139,140,0,0
1669919198,5,140,141,0,0
1669919199,5,141,142,0,0
1669919200,5,142,143,0,0
1669919201,5,143,144,0,0
1669919202,5,144,145,0,0
1669919203,5,145,146,0,0
1669919204,5,146,147,0,0
1669919205,5,147,148,0,0
1669919206,5,148,149,0,0
1669919207,5,149,150,0,0
1669919208,5,150,151,0,0
1669919209,5,151,152,0,0
1669919210,5,152,153,0,0
1669919211,5,153,154,0,0
1669919212,5,154,155,0,0
1669919213,5,155,156,0,0
1669919214,5,156,157,0,0
1669919215,5,157,158,0,0
1669919216,5,158,159,0,0
1669919217,5,159,160,0,0
1669919218,5,160,161,0,0
1669919219,5,161,162,0,0
1669919220,5,162,163,0,0
1669919221,5,163,164,0,0
1669919222,5,164,165,0,0
1669919223,5,165,166,0,0
1669919224,5,166,167,0,0
1669919225,5,167,168,0,0
1669919226,5,168,169,0,0
1669919227,5,169,170,0,0
1669919228,5,170,171,0,0
1669919229,5,171,172,0,0
1669919230,5,172,173,0,0
1669919231,5,173,174,0,0
1669919232,5,174,175,0,0
1669919233,5,175,176,0,0
1669919234,5,176,177,0,0
1669919235,5,177,178,0,0
1669919236,5,178,179,0,0
1669919237,5,179,180,0,0
1669919238,5,180,181,0,0
1669919239,5,181,182,0,0
1669919240,5,182,183,0,0
1669919241,5,183,184,0,0
1669919242,5,184,185,0,0
1669919243,5,185,186,0,0
1669919244,5,186,187,0,0
1669919245,5,187,188,0,0
1669919246,5,188,189,0,0
1669919247,5,189,190,0,0
1669919248,5,190,191,0,0
1669919249,5,191,192,0.122,0.997
1669919250,5,192,193,0,0
1669919251,5,193,194,0,0
1669919252,5,194,195,0,0
1669919253,5,195,196,0,0
1669919254,5,196,197,0,0
1669919255,5,197,198,0,0
1669919256,5,198,199,0,0
1669919257,5,199,200,0,0
1669919258,5,200,201,0.0693,0.568
1669919259,5,201,202,0.0636,0.521
1669919260,5,202,203,0.0269,0.22
1669919261,5,203,204,0.00141,0.0116
1669919262,5,204,205,0,0
1669919263,5,205,206,0,0
1669919264,5,206,207,0,0
1669919265,5,207,208,0,0
1669919266,5,208,209,0,0
1669919267,5,209,210,0,0
1669919268,5,210,211,0,0
1669919269,5,211,212,0,0
1669919270,5,212,213,0,0
1669919271,5,213,214,0,0
1669919272,5,214,215,0,0
1669919273,5,215,216,0,0
1669919274,5,216,217,0,0
1669919275,5,217,218,0.0156,0.128
1669919276,5,218,219,0.0184,0.151
1669919277,5,219,220,0.0452,0.371
1669919278,5,220,221,0.0551,0.452
1669919279,5,221,222,0.065,0.533
1669919280,5,222,223,0.119,0.973
1669919281,5,223,224,0.147,1.2
1669919282,5,224,225,0.105,0.857
1669919283,5,225,226,0.164,1.34
1669919284,5,226,227,0.156,1.27
1669919285,5,227,228,0.192,1.58
1669919286,5,228,229,0.192,1.58
1669919287,5,229,230,0.158,1.3
1669919288,5,230,231,0.165,1.36
1669919289,5,231,232,0.195,1.6
1669919290,5,232,233,0.23,1.89
1669919291,5,233,234,0.0537,0.44
1669919292,5,234,235,0,0
1669919293,5,235,236,0.4,3.28
1669919294,5,236,237,0.457,3.74
1669919295,5,237,238,0.226,1.85
1669919296,5,238,239,0.143,1.17
1669919297,5,239,240,0,0
1669919298,5,240,241,0.427,3.5
1669919299,5,241,242,0.277,2.27
1669919300,5,242,243,0.417,3.42
1669919301,5,243,244,0.253,2.07
1669919302,5,244,245,0.232,1.9
1669919303,5,245,246,0.198,1.62
1669919304,5,246,247,0.195,1.6
1669919305,5,247,248,0.243,1.99
1669919306,5,248,249,0.277,2.27
1669919307,5,249,250,0.228,1.87
1669919308,5,250,251,0.253,2.07
1669919309,5,251,252,0.242,1.98
1669919310,5,252,253,0.218,1.78
1669919311,5,253,254,0.168,1.38
1669919312,5,254,255,0.23,1.89
1669919313,5,255,256,0.144,1.18
1669919314,5,256,257,0,0
1669919315,5,257,258,0,0
1669919316,5,258,259,0,0
1669919317,5,259,260,0.783,6.42
1669919318,5,260,261,0.14,1.15
1669919319,5,261,262,0.147,1.2
1669919320,5,262,263,0.136,1.11
1669919321,5,263,264,0.0467,0.382
1669919322,5,264,265,0,0
1669919323,5,265,266,0,0
1669919324,5,266,267,0.144,1.18
1669919325,5,267,268,0.151,1.24
1669919326,5,268,269,0.0947,0.776
1669919327,5,269,270,0.293,2.4
1669919328,5,270,271,0.0891,0.73
1669919329,5,271,272,0.0749,0.614
1669919330,5,272,273,0.0707,0.579
1669919331,5,273,274,0.0566,0.463
1669919332,5,274,275,0.0113,0.0927
1669919333,5,275,276,0,0
1669919334,5,276,277,0,0
1669919335,5,277,278,0,0
1669919336,5,278,279,0,0
1669919337,5,279,280,0,0
1669919338,5,280,281,0.365,2.99
1669919339,5,281,282,0.041,0.336
1669919340,5,282,283,0.0382,0.313
1669919341,5,283,284,0.00566,0.0463
1669919342,5,284,285,0,0
1669919343,5,285,286,0,0
1669919344,5,286,287,0,0
1669919345,5,287,288,0,0
1669919346,5,288,289,0,0
1669919347,5,289,290,0,0
1669919348,5,290,291,0,0
1669919349,5,291,292,0.0608,0.498
1669919350,5,292,293,0,0
1669919351,5,293,294,0,0
1669919352,5,294,295,0,0
1669919353,5,295,296,0,0
1669919354,5,296,297,0,0
1669919355,5,297,298,0,0
1669919356,5,298,299,0,0
1669919357,5,299,300,0,0
1669919358,5,300,301,0,0
1669919359,5,301,302,0,0
1669919360,5,302,303,0,0
1669919361,5,303,304,0,0
1669919362,5,304,305,0,0
1669919363,5,305,306,0,0
1669919364,5,306,307,0,0
1669919365,5,307,308,0,0
1669919366,5,308,309,0,0
1669919367,5,309,310,0,0
1669919368,5,310,311,0,0
1669919369,5,311,312,0,0
1669919370,5,312,313,0,0
1669919371,5,313,314,0,0
1669919372,5,314,315,0,0
1669919373,5,315,316,0,0
1669919374,5,316,317,0,0
1669919375,5,317,318,0,0
1669919376,5,318,319,0,0
1669919377,5,319,320,0,0
1669919378,5,320,321,0,0
1669919379,5,321,322,0,0
1669919380,5,322,323,0,0
1669919381,5,323,324,0,0
1669919382,5,324,325,0,0
1669919383,5,325,326,0,0
1669919384,5,326,327,0,0
1669919385,5,327,328,0,0
1669919386,5,328,329,0,0
1669919387,5,329,330,0,0
1669919388,5,330,331,0,0
1669919389,5,331,332,0,0
1669919390,5,332,333,0,0
1669919391,5,333,334,0,0
1669919392,5,334,335,0,0
1669919393,5,335,336,0,0
1669919394,5,336,337,0,0
1669919395,5,337,338,0,0
1669919396,5,338,339,0,0
1669919397,5,339,340,0,0
1669919398,5,340,341,0,0
1669919399,5,341,342,0,0
1669919400,5,342,343,0,0
1669919401,5,343,344,0,0
1669919402,5,344,345,0,0
1669919403,5,345,346,0,0
1669919404,5,346,347,0,0
1669919405,5,347,348,0,0
1669919406,5,348,349,0,0
1669919407,5,349,350,0,0
1669919408,5,350,351,0,0
1669919409,5,351,352,0,0
1669919410,5,352,353,0,0
1669919411,5,353,354,0,0
1669919412,5,354,355,0,0
1669919413,5,355,356,0,0
1669919414,5,356,357,0,0
1669919415,5,357,358,0,0
1669919416,5,358,359,0,0
1669919417,5,359,360,0,0
1669919418,5,360,361,0,0
1669919419,5,361,362,0,0
1669919420,5,362,363,0,0
1669919421,5,363,364,0.187,1.53
1669919422,5,364,365,0.273,2.24
1669919423,5,365,366,0.0665,0.544
1669919424,5,366,367,0.0933,0.765
1669919425,5,367,368,0.0891,0.73
1669919426,5,368,369,0.0891,0.73
1669919427,5,369,370,0.099,0.811
1669919428,5,370,371,0.105,0.857
1669919429,5,371,372,0.0863,0.707
1669919430,5,372,373,0.0962,0.788
1669919431,5,373,374,0.11,0.903
1669919432,5,374,375,0.113,0.927
1669919433,5,375,376,0.0523,0.428
1669919434,5,376,377,0,0
1669919435,5,377,378,0,0
1669919436,5,378,379,0.494,4.05
1669919437,5,379,380,0.0919,0.752
1669919438,5,380,381,0,0
1669919439,5,381,382,0.387,3.18
1669919440,5,382,383,0.143,1.17
1669919441,5,383,384,0.168,1.38
1669919442,5,384,385,0.157,1.29
1669919443,5,385,386,0.148,1.22
1669919444,5,386,387,0.146,1.19
1669919445,5,387,388,0.16,1.31
1669919446,5,388,389,0.182,1.49
1669919447,5,389,390,0.164,1.34
1669919448,5,390,391,0.163,1.33
1669919449,5,391,392,0.171,1.4
1669919450,5,392,393,0.157,1.29
1669919451,5,393,394,0.137,1.12
1669919452,5,394,395,0.129,1.05
1669919453,5,395,396,0.0962,0.788
1669919454,5,396,397,0,0
1669919455,5,397,398,0,0
1669919456,5,398,399,0,0
1669919457,5,399,400,0,0
1669919458,5,400,401,0.679,5.57
1669919459,5,401,402,0.127,1.04
1669919460,5,402,403,0.109,0.892
1669919461,5,403,404,0.0919,0.753
1669919462,5,404,405,0.0424,0.347
1669919463,5,405,406,0,0
1669919464,5,406,407,0,0
1669919465,5,407,408,0,0
1669919466,5,408,409,0.0665,0.545
1669919467,5,409,410,0.0891,0.73
1669919468,5,410,411,0.0834,0.684
1669919469,5,411,412,0.116,0.95
1669919470,5,412,413,0.0749,0.614
1669919471,5,413,414,0.269,2.2
1669919472,5,414,415,0.041,0.336
1669919473,5,415,416,0,0
1669919474,5,416,417,0,0
1669919475,5,417,418,0,0
1669919476,5,418,419,0,0
1669919477,5,419,420,0,0
1669919478,5,420,421,0,0
1669919479,5,421,422,0.109,0.893
1669919480,5,422,423,0,0
1669919481,5,423,424,0.0919,0.753
1669919482,5,424,425,0,0
1669919483,5,425,426,0.204,1.67
1669919484,5,426,427,0,0
1669919485,5,427,428,0,0
1669919486,5,428,429,0,0
1669919487,5,429,430,0,0
1669919488,5,430,431,0,0
1669919489,5,431,432,0.0424,0.348
1669919490,5,432,433,0.00141,0.0116
1669919491,5,433,434,0,0
1669919492,5,434,435,0,0
1669919493,5,435,436,0,0
1669919494,5,436,437,0,0
1669919495,5,437,438,0,0
1669919496,5,438,439,0,0
1669919497,5,439,440,0,0
1669919498,5,440,441,0,0
1669919499,5,441,442,0,0
1669919500,5,442,443,0,0
1669919501,5,443,444,0,0
1669919502,5,444,445,0.154,1.26
1669919503,5,445,446,0,0
1669919504,5,446,447,0.0113,0.0926
1669919505,5,447,448,0,0
1669919506,5,448,449,0,0
1669919507,5,449,450,0,0
1669919508,5,450,451,0,0
1669919509,5,451,452,0,0
1669919510,5,452,453,0,0
1669919511,5,453,454,0,0
1669919512,5,454,455,0,0
1669919513,5,455,456,0,0
1669919514,5,456,457,0,0
1669919515,5,457,458,0,0
1669919516,5,458,459,0,0
1669919517,5,459,460,0,0
1669919518,5,460,461,0,0
1669919519,5,461,462,0,0
1669919520,5,462,463,0,0
1669919521,5,463,464,0,0
1669919522,5,464,465,0,0
1669919523,5,465,466,0,0
1669919524,5,466,467,0,0
1669919525,5,467,468,0,0
1669919526,5,468,469,0,0
1669919527,5,469,470,0,0
1669919528,5,470,471,0,0
1669919529,5,471,472,0,0
1669919530,5,472,473,0,0
1669919531,5,473,474,0,0
1669919532,5,474,475,0,0
1669919533,5,475,476,0,0
1669919534,5,476,477,0,0
1669919535,5,477,478,0,0
1669919536,5,478,479,0,0
1669919537,5,479,480,0,0
1669919538,5,480,481,0,0
1669919539,5,481,482,0,0
1669919540,5,482,483,0,0
1669919541,5,483,484,0,0
1669919542,5,484,485,0,0
1669919543,5,485,486,0,0
1669919544,5,486,487,0,0
1669919545,5,487,488,0,0
1669919546,5,488,489,0,0
1669919547,5,489,490,0,0
1669919548,5,490,491,0,0
1669919549,5,491,492,0,0
1669919550,5,492,493,0,0
1669919551,5,493,494,0,0
1669919552,5,494,495,0,0
1669919553,5,495,496,0,0
1669919554,5,496,497,0,0
1669919555,5,497,498,0,0
1669919556,5,498,499,0,0
1669919557,5,499,500,0,0
1669919558,5,500,501,0,0
1669919559,5,501,502,0,0
1669919560,5,502,503,0,0
1669919561,5,503,504,0.0396,0.324
1669919562,5,504,505,0,0
1669919563,5,505,506,0,0
1669919564,5,506,507,0,0
1669919565,5,507,508,0,0
1669919566,5,508,509,0,0
1669919567,5,509,510,0,0
1669919568,5,510,511,0.0778,0.638
1669919569,5,511,512,0,0
1669919570,5,512,513,0,0
1669919571,5,513,514,0,0
1669919572,5,514,515,0,0
1669919573,5,515,516,0,0
1669919574,5,516,517,0,0
1669919575,5,517,518,0.00566,0.0464
1669919576,5,518,519,0,0
1669919577,5,519,520,0,0
1669919578,5,520,521,0,0
1669919579,5,521,522,0,0
1669919580,5,522,523,0,0
1669919581,5,523,524,0,0
1669919582,5,524,525,0,0
1669919583,5,525,526,0.0141,0.116
1669919584,5,526,527,0,0
1669919585,5,527,528,0,0
1669919586,5,528,529,0,0
1669919587,5,529,530,0,0
1669919588,5,530,531,0,0
1669919589,5,531,532,0.00566,0.0464
1669919590,5,532,533,0.0226,0.185
1669919591,5,533,534,0,0
1669919592,5,534,535,0,0
1669919593,5,535,536,0,0
1669919594,5,536,537,0,0
1669919595,5,537,538,0,0
1669919596,5,538,539,0.0099,0.0812
1669919597,5,539,540,0,0
1669919598,5,540,541,0,0
1669919599,5,541,542,0,0
1669919600,5,542,543,0,0
1669919601,5,543,544,0,0
1669919602,5,544,545,0.00283,0.0232
1669919603,5,545,546,0,0
1669919604,5,546,547,0,0
1669919605,5,547,548,0,0
1669919606,5,548,549,0,0
1669919607,5,549,550,0.0113,0.0928
1669919608,5,550,551,0.0735,0.602
1669919609,5,551,552,0.0467,0.382
1669919610,5,552,553,0.0452,0.371
1669919611,5,553,554,0.0594,0.487
1669919612,5,554,555,0.0537,0.44
1669919613,5,555,556,0.0749,0.614
1669919614,5,556,557,0.0156,0.127
1669919615,5,557,558,0.0721,0.591
1669919616,5,558,559,0.0551,0.452
1669919617,5,559,560,0.0721,0.591
1669919618,5,560,561,0.065,0.533
1669919619,5,561,562,0.0707,0.579
1669919620,5,562,563,0.0608,0.498
1669919621,5,563,564,0.0537,0.44
1669919622,5,564,565,0.0764,0.626
1669919623,5,565,566,0.0608,0.498
1669919624,5,566,567,0,0
1669919625,5,567,568,0,0
1669919626,5,568,569,0.189,1.55
1669919627,5,569,570,0.082,0.672
1669919628,5,570,571,0.0693,0.568
1669919629,5,571,572,0.0806,0.66
1669919630,5,572,573,0.0778,0.637
1669919631,5,573,574,0.0665,0.544
1669919632,5,574,575,0.0608,0.498
1669919633,5,575,576,0.0594,0.486
1669919634,5,576,577,0.0551,0.452
1669919635,5,577,578,0.0523,0.429
1669919636,5,578,579,0.0792,0.649
1669919637,5,579,580,0.0693,0.568
1669919638,5,580,581,0.058,0.475
1669919639,5,581,582,0.0792,0.649
1669919640,5,582,583,0.0721,0.59
1669919641,5,583,584,0.0608,0.498
1669919642,5,584,585,0.00566,0.0463
1669919643,5,585,586,0,0
1669919644,5,586,587,0,0
1669919645,5,587,588,0,0
1669919646,5,588,589,0,0
1669919647,5,589,590,0,0
1669919648,5,590,591,0.327,2.68
1669919649,5,591,592,0,0
1669919650,5,592,593,0,0
1669919651,5,593,594,0,0
1669919652,5,594,595,0,0
1669919653,5,595,596,0,0
1669919654,5,596,597,0.0283,0.232
1669919655,5,597,598,0.173,1.41
1669919656,5,598,599,0,0
1669919657,5,599,600,0,0
1669919658,5,600,601,0,0
1669919659,5,601,602,0.18,1.47
1669919660,5,602,603,0,0
1669919661,5,603,604,0,0
1669919662,5,604,605,0,0
1669919663,5,605,606,0,0
1669919664,5,606,607,0.0749,0.614
1669919665,5,607,608,0.0141,0.116
1669919666,5,608,609,0.0523,0.429
1669919667,5,609,610,0.0933,0.764
1669919668,5,610,611,0,0
1669919669,5,611,612,0,0
1669919670,5,612,613,0,0
1669919671,5,613,614,0,0
1669919672,5,614,615,0,0
1669919673,5,615,616,0,0
1669919674,5,616,617,0,0
1669919675,5,617,618,0,0
1669919676,5,618,619,0.105,0.857
1669919677,5,619,620,0,0
1669919678,5,620,621,0,0
1669919679,5,621,622,0,0
1669919680,5,622,623,0,0
1669919681,5,623,624,0,0
1669919682,5,624,625,0,0
1669919683,5,625,626,0,0
1669919684,5,626,627,0,0
1669919685,5,627,628,0,0
1669919686,5,628,629,0,0
1669919687,5,629,630,0,0
1669919688,5,630,631,0,0
1669919689,5,631,632,0,0
1669919690,5,632,633,0,0
1669919691,5,633,634,0,0
1669919692,5,634,635,0,0
1669919693,5,635,636,0,0
1669919694,5,636,637,0,0
1669919695,5,637,638,0,0
1669919696,5,638,639,0,0
1669919697,5,639,640,0,0
1669919698,5,640,641,0,0
1669919699,5,641,642,0,0
1669919700,5,642,643,0,0
1669919701,5,643,644,0,0
1669919702,5,644,645,0,0
1669919703,5,645,646,0,0
1669919704,5,646,647,0,0
1669919705,5,647,648,0,0
1669919706,5,648,649,0,0
1669919707,5,649,650,0,0
1669919708,5,650,651,0,0
1669919709,5,651,652,0,0
1669919710,5,652,653,0,0
1669919711,5,653,654,0,0
1669919712,5,654,655,0,0
1669919713,5,655,656,0,0
1669919714,5,656,657,0,0
1669919715,5,657,658,0,0
1669919716,5,658,659,0,0
1669919717,5,659,660,0,0
1669919718,5,660,661,0,0
1669919719,5,661,662,0,0
1669919720,5,662,663,0,0
1669919721,5,663,664,0,0
1669919722,5,664,665,0,0
1669919723,5,665,666,0,0
1669919724,5,666,667,0,0
1669919725,5,667,668,0,0
1669919726,5,668,669,0,0
1669919727,5,669,670,0,0
1669919728,5,670,671,0,0
1669919729,5,671,672,0,0
1669919730,5,672,673,0,0
1669919731,5,673,674,0.0877,0.719
1669919732,5,674,675,0,0
1669919733,5,675,676,0,0
1669919734,5,676,677,0,0
1669919735,5,677,678,0,0
1669919736,5,678,679,0,0
1669919737,5,679,680,0.0396,0.324
1669919738,5,680,681,0.0438,0.359
1669919739,5,681,682,0,0
1669919740,5,682,683,0,0
1669919741,5,683,684,0,0
1669919742,5,684,685,0,0
1669919743,5,685,686,0,0
1669919744,5,686,687,0.0127,0.104
1669919745,5,687,688,0,0
1669919746,5,688,689,0,0
1669919747,5,689,690,0,0
1669919748,5,690,691,0,0
1669919749,5,691,692,0,0
1669919750,5,692,693,0.0792,0.649
1669919751,5,693,694,0,0
1669919752,5,694,695,0,0
1669919753,5,695,696,0,0
1669919754,5,696,697,0,0
1669919755,5,697,698,0,0
1669919756,5,698,699,0.0127,0.104
1669919757,5,699,700,0,0
1669919758,5,700,701,0,0
1669919759,5,701,702,0,0
1669919760,5,702,703,0,0
1669919761,5,703,704,0.0156,0.128
1669919762,5,704,705,0.082,0.672
1669919763,5,705,706,0.0396,0.324
1669919764,5,706,707,0.0467,0.382
1669919765,5,707,708,0.0297,0.243
1669919766,5,708,709,0.0467,0.382
1669919767,5,709,710,0.0452,0.371
1669919768,5,710,711,0.0311,0.255
1669919769,5,711,712,0.058,0.475
1669919770,5,712,713,0.0339,0.278
1669919771,5,713,714,0.0113,0.0927
1669919772,5,714,715,0.0184,0.151
1669919773,5,715,716,0.00707,0.0579
1669919774,5,716,717,0.0184,0.151
1669919775,5,717,718,0.0156,0.127
1669919776,5,718,719,0.0212,0.174
1669919777,5,719,720,0.0156,0.127
1669919778,5,720,721,0.0325,0.266
1669919779,5,721,722,0.0424,0.348
1669919780,5,722,723,0.0311,0.255
1669919781,5,723,724,0.0325,0.266
1669919782,5,724,725,0.0354,0.29
1669919783,5,725,726,0.0368,0.301
1669919784,5,726,727,0.00566,0.0463
1669919785,5,727,728,0.0806,0.661
1669919786,5,728,729,0.0382,0.313
1669919787,5,729,730,0.0424,0.347
1669919788,5,730,731,0.0311,0.255
1669919789,5,731,732,0.0339,0.278
1669919790,5,732,733,0.00141,0.0116
1669919791,5,733,734,0.0749,0.614
1669919792,5,734,735,0.0354,0.289
1669919793,5,735,736,0,0
1669919794,5,736,737,0.0764,0.626
1669919795,5,737,738,0.0113,0.0926
1669919796,5,738,739,0.0608,0.498
1669919797,5,739,740,0.041,0.336
1669919798,5,740,741,0.0127,0.104
1669919799,5,741,742,0.0396,0.325
1669919800,5,742,743,0.024,0.197
1669919801,5,743,744,0.0198,0.162
1669919802,5,744,745,0.00283,0.0232
1669919803,5,745,746,0.0127,0.104
1669919804,5,746,747,0,0
1669919805,5,747,748,0.00141,0.0116
1669919806,5,748,749,0.00707,0.0579
1669919807,5,749,750,0.0141,0.116
1669919808,5,750,751,0.00848,0.0695
1669919809,5,751,752,0.00141,0.0116
1669919810,5,752,753,0.0099,0.0811
1669919811,5,753,754,0,0
1669919812,5,754,755,0.00141,0.0116
1669919813,5,755,756,0.0099,0.0811
1669919814,5,756,757,0.00141,0.0116
1669919815,5,757,758,0.00566,0.0463
1669919816,5,758,759,0.00141,0.0116
